#V3.30.16.00;_2020_09_03;_safe;_Stock_Synthesis_by_Richard_Methot_(NOAA)_using_ADMB_12.2
#Stock Synthesis (SS) is a work of the U.S. Government and is not subject to copyright protection in the United States.
#Foreign copyrights may apply. See copyright.txt for more information.
#_user_support_available_at:NMFS.Stock.Synthesis@noaa.gov
#_user_info_available_at:https://vlab.ncep.noaa.gov/group/stock-synthesis
#_Start_time: Tue Sep 14 11:28:19 2021
#_Number_of_datafiles: 3
#C data file created using the SS_writedat function in the R package r4ss
#C should work with SS version: 
#C file write time: 2015-04-27 21:23:15
#_observed data: 
#V3.30.16.00;_2020_09_03;_safe;_Stock_Synthesis_by_Richard_Methot_(NOAA)_using_ADMB_12.2
#Stock Synthesis (SS) is a work of the U.S. Government and is not subject to copyright protection in the United States.
#Foreign copyrights may apply. See copyright.txt for more information.
1 #_StartYr
100 #_EndYr
1 #_Nseas
 12 #_months/season
2 #_Nsubseasons (even number, minimum is 2)
1 #_spawn_month
2 #_Ngenders: 1, 2, -1  (use -1 for 1 sex setup with SSB multiplied by female_frac parameter)
40 #_Nages=accumulator age, first age is always age 0
1 #_Nareas
7 #_Nfleets (including surveys)
#_fleet_type: 1=catch fleet; 2=bycatch only fleet; 3=survey; 4=ignore 
#_sample_timing: -1 for fishing fleet to use season-long catch-at-age for observations, or 1 to use observation month;  (always 1 for surveys)
#_fleet_area:  area the fleet/survey operates in 
#_units of catch:  1=bio; 2=num (ignored for surveys; their units read later)
#_catch_mult: 0=no; 1=yes
#_rows are fleets
#_fleet_type fishery_timing area catch_units need_catch_mult fleetname
 1 -1 1 1 0 WinterN  # 1
 1 -1 1 1 0 SummerN  # 2
 1 -1 1 1 0 WinterS  # 3
 1 -1 1 1 0 SummerS  # 4
 3 1 1 2 0 TriEarly  # 5
 3 1 1 2 0 TriLate  # 6
 3 1 1 2 0 NWFSC  # 7
#Bycatch_fleet_input_goes_next
#a:  fleet index
#b:  1=include dead bycatch in total dead catch for F0.1 and MSY optimizations and forecast ABC; 2=omit from total catch for these purposes (but still include the mortality)
#c:  1=Fmult scales with other fleets; 2=bycatch F constant at input value; 3=bycatch F from range of years
#d:  F or first year of range
#e:  last year of range
#f:  not used
# a   b   c   d   e   f 
#_Catch data: yr, seas, fleet, catch, catch_se
#_catch_se:  standard error of log(catch)
#_NOTE:  catch data is ignored for survey fleets
1	1	1	0	0.01
2	1	1	0	0.01
3	1	1	0	0.01
4	1	1	0	0.01
5	1	1	0	0.01
6	1	1	0	0.01
7	1	1	0	0.01
8	1	1	0	0.01
9	1	1	0	0.01
10	1	1	0	0.01
11	1	1	0	0.01
12	1	1	0	0.01
13	1	1	0	0.01
14	1	1	1.99	0.01
15	1	1	5.96	0.01
16	1	1	9.93	0.01
17	1	1	13.9	0.01
18	1	1	15.88	0.01
19	1	1	19.75	0.01
20	1	1	27.49	0.01
21	1	1	35.22	0.01
22	1	1	39.09	0.01
23	1	1	41.4	0.01
24	1	1	46	0.01
25	1	1	50.61	0.01
26	1	1	55.21	0.01
27	1	1	59.82	0.01
28	1	1	64.43	0.01
29	1	1	69.03	0.01
30	1	1	73.64	0.01
31	1	1	75.94	0.01
32	1	1	156.21	0.01
33	1	1	117.97	0.01
34	1	1	131.01	0.01
35	1	1	46.07	0.01
36	1	1	26.56	0.01
37	1	1	57.14	0.01
38	1	1	137.251	0.01
39	1	1	170.947	0.01
40	1	1	99.1799	0.01
41	1	1	332.103	0.01
42	1	1	240.868	0.01
43	1	1	216.656	0.01
44	1	1	294.855	0.01
45	1	1	663.294	0.01
46	1	1	282.319	0.01
47	1	1	370.455	0.01
48	1	1	366.063	0.01
49	1	1	408.625	0.01
50	1	1	284.404	0.01
51	1	1	190.34	0.01
52	1	1	411.706	0.01
53	1	1	742.624	0.01
54	1	1	730.423	0.01
55	1	1	497.47	0.01
56	1	1	516.994	0.01
57	1	1	538.952	0.01
58	1	1	505.729	0.01
59	1	1	682.084	0.01
60	1	1	746.25	0.01
61	1	1	734.309	0.01
62	1	1	382.498	0.01
63	1	1	760.672	0.01
64	1	1	1041.19	0.01
65	1	1	696.317	0.01
66	1	1	415.775	0.01
67	1	1	392.133	0.01
68	1	1	474.122	0.01
69	1	1	854.515	0.01
70	1	1	742.905	0.01
71	1	1	695.998	0.01
72	1	1	640.66	0.01
73	1	1	792.591	0.01
74	1	1	639.529	0.01
75	1	1	685.391	0.01
76	1	1	518.132	0.01
77	1	1	591.372	0.01
78	1	1	591.037	0.01
79	1	1	621.061	0.01
80	1	1	522.148	0.01
81	1	1	463.349	0.01
82	1	1	610.163	0.01
83	1	1	691.418	0.01
84	1	1	666.978	0.01
85	1	1	544.488	0.01
86	1	1	1009.92	0.01
87	1	1	963.691	0.01
88	1	1	537.45	0.01
89	1	1	930.727	0.01
90	1	1	842.469	0.01
91	1	1	846.718	0.01
92	1	1	263.741	0.01
93	1	1	223.688	0.01
94	1	1	409.743	0.01
95	1	1	512.957	0.01
96	1	1	852.906	0.01
97	1	1	1039.95	0.01
98	1	1	864.545	0.01
99	1	1	1142.29	0.01
100	1	1	957.286	0.01
-9999 0 0 0 0
#
 #_CPUE_and_surveyabundance_observations
#_Units:  0=numbers; 1=biomass; 2=F; 30=spawnbio; 31=recdev; 32=spawnbio*recdev; 33=recruitment; 34=depletion(&see Qsetup); 35=parm_dev(&see Qsetup)
#_Errtype:  -1=normal; 0=lognormal; >0=T
#_SD_Report: 0=no sdreport; 1=enable sdreport
#_Fleet Units Errtype SD_Report
1 1 0 0 # WinterN
2 1 0 0 # SummerN
3 1 0 0 # WinterS
4 1 0 0 # SummerS
5 1 0 0 # TriEarly
6 1 0 0 # TriLate
7 1 0 0 # NWFSC
#_yr month fleet obs stderr
69	7	1	1.091	0.275191	#_	WinterN
70	7	1	1.155	0.273075	#_	WinterN
71	7	1	0.918	0.273327	#_	WinterN
72	7	1	0.759	0.27507	#_	WinterN
73	7	1	0.86	0.272922	#_	WinterN
74	7	1	0.556	0.277838	#_	WinterN
75	7	1	0.561	0.273409	#_	WinterN
76	7	1	0.503	0.281295	#_	WinterN
77	7	1	0.66	0.280044	#_	WinterN
78	7	1	0.767	0.28787	#_	WinterN
79	7	1	0.85	0.28153	#_	WinterN
80	7	1	1.009	0.289773	#_	WinterN
81	7	1	0.714	0.286685	#_	WinterN
82	7	1	0.674	0.277475	#_	WinterN
83	7	1	0.83	0.27463	#_	WinterN
84	7	1	0.93	0.276637	#_	WinterN
85	7	1	1.018	0.275366	#_	WinterN
86	7	1	1.629	0.280272	#_	WinterN
87	7	1	1.853	0.276295	#_	WinterN
88	7	1	2.007	0.28246	#_	WinterN
89	7	1	2.045	0.275886	#_	WinterN
90	7	1	1.955	0.274807	#_	WinterN
91	7	1	2.118	0.272303	#_	WinterN
69	7	3	1.08	0.557798	#_	WinterS
70	7	3	0.908	0.32551	#_	WinterS
71	7	3	0.533	0.434469	#_	WinterS
72	7	3	0.963	0.455101	#_	WinterS
73	7	3	0.895	0.35936	#_	WinterS
74	7	3	0.592	0.678343	#_	WinterS
75	7	3	0.863	0.353332	#_	WinterS
76	7	3	0.713	0.302924	#_	WinterS
77	7	3	0.9	0.299521	#_	WinterS
78	7	3	1.25	0.304861	#_	WinterS
79	7	3	0.817	0.277278	#_	WinterS
80	7	3	0.933	0.306219	#_	WinterS
81	7	3	0.831	0.285779	#_	WinterS
82	7	3	0.618	0.288425	#_	WinterS
83	7	3	0.663	0.286839	#_	WinterS
84	7	3	0.799	0.285013	#_	WinterS
85	7	3	0.847	0.286776	#_	WinterS
86	7	3	1.711	0.306572	#_	WinterS
87	7	3	1.929	0.28633	#_	WinterS
88	7	3	1.584	0.288489	#_	WinterS
89	7	3	2.068	0.284441	#_	WinterS
